cpu_model,ram_total_gb,os,pytorch_version,torch_threads,aux_ai_latency_ms,aux_ai_fps,aux_ai_energy_j_est,big_ai_latency_ms,big_ai_fps,big_ai_energy_j_est,energy_methodology
"Intel64 Family 6 Model 189 Stepping 1, GenuineIntel",31.5,Windows 10,2.12.1+cpu,8,0.1678,5959.0,0.003745,30.0571,33.3,0.623146,"Software estimate: measured CPU-time utilization ratio (psutil process cpu_times) x an assumed 15W laptop-CPU TDP constant. NOT a hardware power-rail measurement. For deployment-grade energy validation, a real power meter (e.g., INA3221, tegrastats on NVIDIA Jetson) is recommended."
